6.5229 	EXP 	grating: ori = -7.0
6.5229 	EXP 	fixation: autoDraw = True
7.0244 	INFO 	Keyboard events cleared
7.0238 	EXP 	fixation: autoDraw = False
7.0238 	EXP 	grating: autoDraw = True
7.3237 	EXP 	grating: autoDraw = False
7.6308 	DATA 	Keypress: left
7.6399 	EXP 	fixation: autoDraw = False
7.6399 	EXP 	grating: autoDraw = False
7.6399 	EXP 	grating: ori = -7.0
7.6399 	EXP 	fixation: autoDraw = True
8.1409 	INFO 	Keyboard events cleared
8.1402 	EXP 	fixation: autoDraw = False
8.1402 	EXP 	grating: autoDraw = True
8.4406 	EXP 	grating: autoDraw = False
8.5345 	DATA 	Keypress: left
8.5404 	EXP 	fixation: autoDraw = False
8.5404 	EXP 	grating: autoDraw = False
8.5404 	EXP 	grating: ori = -6.0
8.5404 	EXP 	fixation: autoDraw = True
9.0409 	INFO 	Keyboard events cleared
9.0401 	EXP 	fixation: autoDraw = False
9.0401 	EXP 	grating: autoDraw = True
9.3392 	EXP 	grating: autoDraw = False
9.3986 	DATA 	Keypress: right
9.4064 	EXP 	fixation: autoDraw = False
9.4064 	EXP 	grating: autoDraw = False
9.4064 	EXP 	grating: ori = -6.5
9.4064 	EXP 	fixation: autoDraw = True
9.9068 	INFO 	Keyboard events cleared
9.9063 	EXP 	fixation: autoDraw = False
9.9063 	EXP 	grating: autoDraw = True
10.2062 	EXP 	grating: autoDraw = False
10.4298 	DATA 	Keypress: right
10.4398 	EXP 	fixation: autoDraw = False
10.4398 	EXP 	grating: autoDraw = False
10.4398 	EXP 	grating: ori = 7.0
10.4398 	EXP 	fixation: autoDraw = True
10.9398 	INFO 	Keyboard events cleared
10.9393 	EXP 	fixation: autoDraw = False
10.9393 	EXP 	grating: autoDraw = True
11.2406 	EXP 	grating: autoDraw = False
11.4797 	DATA 	Keypress: left
11.4895 	EXP 	fixation: autoDraw = False
11.4895 	EXP 	grating: autoDraw = False
11.4895 	EXP 	grating: ori = -7.5
11.4895 	EXP 	fixation: autoDraw = True
11.9897 	INFO 	Keyboard events cleared
11.9892 	EXP 	fixation: autoDraw = False
11.9892 	EXP 	grating: autoDraw = True
12.2899 	EXP 	grating: autoDraw = False
12.6516 	DATA 	Keypress: right
12.6567 	EXP 	fixation: autoDraw = False
12.6567 	EXP 	grating: autoDraw = False
12.6567 	EXP 	grating: ori = 8.0
12.6567 	EXP 	fixation: autoDraw = True
13.1574 	INFO 	Keyboard events cleared
13.1567 	EXP 	fixation: autoDraw = False
13.1567 	EXP 	grating: autoDraw = True
13.4571 	EXP 	grating: autoDraw = False
14.4298 	DATA 	Keypress: left
14.4395 	EXP 	fixation: autoDraw = False
14.4395 	EXP 	grating: autoDraw = False
14.4395 	EXP 	grating: ori = 8.5
14.4395 	EXP 	fixation: autoDraw = True
14.9408 	INFO 	Keyboard events cleared
14.9401 	EXP 	fixation: autoDraw = False
14.9401 	EXP 	grating: autoDraw = True
15.2398 	EXP 	grating: autoDraw = False
17.1140 	DATA 	Keypress: right
17.1226 	EXP 	fixation: autoDraw = False
17.1226 	EXP 	grating: autoDraw = False
17.1226 	EXP 	grating: ori = -8.5
17.1226 	EXP 	fixation: autoDraw = True
17.6238 	INFO 	Keyboard events cleared
17.6232 	EXP 	fixation: autoDraw = False
17.6232 	EXP 	grating: autoDraw = True
17.9236 	EXP 	grating: autoDraw = False
19.0801 	DATA 	Keypress: left
19.0896 	EXP 	fixation: autoDraw = False
19.0896 	EXP 	grating: autoDraw = False
19.0896 	EXP 	grating: ori = -8.5
19.0896 	EXP 	fixation: autoDraw = True
19.5903 	INFO 	Keyboard events cleared
19.5896 	EXP 	fixation: autoDraw = False
19.5896 	EXP 	grating: autoDraw = True
19.8888 	EXP 	grating: autoDraw = False
20.9991 	DATA 	Keypress: right
21.0066 	EXP 	fixation: autoDraw = False
21.0066 	EXP 	grating: autoDraw = False
21.0066 	EXP 	grating: ori = 9.0
21.0066 	EXP 	fixation: autoDraw = True
21.5068 	INFO 	Keyboard events cleared
21.5062 	EXP 	fixation: autoDraw = False
21.5062 	EXP 	grating: autoDraw = True
21.8066 	EXP 	grating: autoDraw = False
22.6975 	DATA 	Keypress: left
22.7227 	EXP 	fixation: autoDraw = False
22.7227 	EXP 	grating: autoDraw = False
22.7227 	EXP 	grating: ori = -9.5
22.7227 	EXP 	fixation: autoDraw = True
23.2234 	INFO 	Keyboard events cleared
23.2229 	EXP 	fixation: autoDraw = False
23.2229 	EXP 	grating: autoDraw = True
23.5227 	EXP 	grating: autoDraw = False
25.3293 	DATA 	Keypress: right
25.3389 	EXP 	fixation: autoDraw = False
25.3389 	EXP 	grating: autoDraw = False
25.3389 	EXP 	grating: ori = 10.0
25.3389 	EXP 	fixation: autoDraw = True
25.8403 	INFO 	Keyboard events cleared
25.8396 	EXP 	fixation: autoDraw = False
25.8396 	EXP 	grating: autoDraw = True
26.1396 	EXP 	grating: autoDraw = False
29.2817 	DATA 	Keypress: right
29.2889 	EXP 	fixation: autoDraw = False
29.2889 	EXP 	grating: autoDraw = False
29.2889 	EXP 	grating: ori = 10.0
29.2889 	EXP 	fixation: autoDraw = True
29.7900 	INFO 	Keyboard events cleared
29.7893 	EXP 	fixation: autoDraw = False
29.7893 	EXP 	grating: autoDraw = True
30.0906 	EXP 	grating: autoDraw = False
30.3466 	DATA 	Keypress: left
30.3725 	EXP 	fixation: autoDraw = False
30.3725 	EXP 	grating: autoDraw = False
30.3725 	EXP 	grating: ori = -10.5
30.3725 	EXP 	fixation: autoDraw = True
30.8732 	INFO 	Keyboard events cleared
30.8725 	EXP 	fixation: autoDraw = False
30.8725 	EXP 	grating: autoDraw = True
31.1731 	EXP 	grating: autoDraw = False
31.4327 	DATA 	Keypress: right
31.4387 	EXP 	fixation: autoDraw = False
31.4387 	EXP 	grating: autoDraw = False
31.4387 	EXP 	grating: ori = -11.0
31.4387 	EXP 	fixation: autoDraw = True
31.9396 	INFO 	Keyboard events cleared
31.9391 	EXP 	fixation: autoDraw = False
31.9391 	EXP 	grating: autoDraw = True
32.2397 	EXP 	grating: autoDraw = False
32.4486 	DATA 	Keypress: left
32.4554 	EXP 	fixation: autoDraw = False
32.4554 	EXP 	grating: autoDraw = False
32.4554 	EXP 	grating: ori = -11.0
32.4554 	EXP 	fixation: autoDraw = True
32.9566 	INFO 	Keyboard events cleared
32.9560 	EXP 	fixation: autoDraw = False
32.9560 	EXP 	grating: autoDraw = True
33.2553 	EXP 	grating: autoDraw = False
35.0838 	DATA 	Keypress: right
35.0910 	EXP 	fixation: autoDraw = False
35.0910 	EXP 	grating: autoDraw = False
35.0910 	EXP 	grating: ori = 11.5
35.0910 	EXP 	fixation: autoDraw = True
35.5916 	INFO 	Keyboard events cleared
35.5910 	EXP 	fixation: autoDraw = False
35.5910 	EXP 	grating: autoDraw = True
35.9058 	EXP 	grating: autoDraw = False
36.6319 	DATA 	Keypress: left
36.6384 	EXP 	fixation: autoDraw = False
36.6384 	EXP 	grating: autoDraw = False
36.6384 	EXP 	grating: ori = -12.0
36.6384 	EXP 	fixation: autoDraw = True
37.1398 	INFO 	Keyboard events cleared
37.1392 	EXP 	fixation: autoDraw = False
37.1392 	EXP 	grating: autoDraw = True
37.4395 	EXP 	grating: autoDraw = False
38.3636 	DATA 	Keypress: right
38.3719 	EXP 	fixation: autoDraw = False
38.3719 	EXP 	grating: autoDraw = False
38.3719 	EXP 	grating: ori = 12.5
38.3719 	EXP 	fixation: autoDraw = True
38.8736 	INFO 	Keyboard events cleared
38.8730 	EXP 	fixation: autoDraw = False
38.8730 	EXP 	grating: autoDraw = True
39.1884 	EXP 	grating: autoDraw = False
39.9283 	DATA 	Keypress: left
39.9386 	EXP 	fixation: autoDraw = False
39.9386 	EXP 	grating: autoDraw = False
39.9386 	EXP 	grating: ori = 13.0
39.9386 	EXP 	fixation: autoDraw = True
40.4391 	INFO 	Keyboard events cleared
40.4386 	EXP 	fixation: autoDraw = False
40.4386 	EXP 	grating: autoDraw = True
40.7387 	EXP 	grating: autoDraw = False
41.2970 	DATA 	Keypress: right
41.3049 	EXP 	fixation: autoDraw = False
41.3049 	EXP 	grating: autoDraw = False
41.3049 	EXP 	grating: ori = -13.0
41.3049 	EXP 	fixation: autoDraw = True
41.8059 	INFO 	Keyboard events cleared
41.8054 	EXP 	fixation: autoDraw = False
41.8054 	EXP 	grating: autoDraw = True
42.1058 	EXP 	grating: autoDraw = False
42.2144 	DATA 	Keypress: left
42.2217 	EXP 	fixation: autoDraw = False
42.2217 	EXP 	grating: autoDraw = False
42.2217 	EXP 	grating: ori = -13.0
42.2217 	EXP 	fixation: autoDraw = True
42.7229 	INFO 	Keyboard events cleared
42.7221 	EXP 	fixation: autoDraw = False
42.7221 	EXP 	grating: autoDraw = True
43.0233 	EXP 	grating: autoDraw = False
44.7318 	DATA 	Keypress: right
44.7379 	EXP 	fixation: autoDraw = False
44.7379 	EXP 	grating: autoDraw = False
44.7379 	EXP 	grating: ori = 13.5
44.7379 	EXP 	fixation: autoDraw = True
